Protein,go_term_type,go_term
O00391,Component,tertiary granule lumen
Q7Z6M1,Component,cytosol
Q7Z6M1,Component,endosome
Q7Z6M1,Component,endosome membrane
Q7Z6M1,Component,trans-Golgi network membrane
Q7Z6M1,Component,transport vesicle
Q86YS6,Component,endoplasmic reticulum membrane
Q86YS6,Component,extracellular exosome
Q86YS6,Component,Golgi apparatus
Q86YS6,Component,Golgi membrane
Q86YS6,Component,phagocytic vesicle
Q86YS6,Component,phagocytic vesicle membrane
Q86YS6,Component,trans-Golgi network membrane
P55042,Component,plasma membrane
Q8TD07,Component,extracellular region
Q8TD07,Component,integral component of membrane
Q8TD07,Component,plasma membrane
C9J798,Component,cytosol
C9J798,Component,plasma membrane
Q15283,Component,cytosol
Q15283,Component,perinuclear region of cytoplasm
Q9Y272,Component,nucleus
Q9Y272,Component,perinuclear region of cytoplasm
Q9Y272,Component,plasma membrane
Q9Y272,Component,sarcoplasmic reticulum
Q15434,Component,cytoplasm
Q15434,Component,cytosol
Q15434,Component,nucleus
Q15434,Component,ribonucleoprotein complex
P46777,Component,cytoplasm
P46777,Component,cytosol
P46777,Component,cytosolic large ribosomal subunit
P46777,Component,endoplasmic reticulum
P46777,Component,extracellular exosome
P46777,Component,focal adhesion
P46777,Component,membrane
P46777,Component,nucleolus
P46777,Component,nucleoplasm
P46777,Component,nucleus
P46777,Component,protein-containing complex
P46777,Component,ribonucleoprotein complex
Q9HBD1,Component,cell surface
Q9HBD1,Component,intracellular membrane-bounded organelle
Q9HBD1,Component,membrane
Q9HBD1,Component,P-body
P53805,Component,cytoplasm
P53805,Component,nucleus
O00559,Component,Golgi membrane
O00559,Component,integral component of membrane
O00559,Component,secretory granule
Q9UBF6,Component,Cul2-RING ubiquitin ligase complex
Q9UBF6,Component,Cul3-RING ubiquitin ligase complex
Q9UBF6,Component,Cul4-RING E3 ubiquitin ligase complex
Q9UBF6,Component,Cul5-RING ubiquitin ligase complex
Q9UBF6,Component,Cul7-RING ubiquitin ligase complex
Q9UBF6,Component,cullin-RING ubiquitin ligase complex
Q9UBF6,Component,cytoplasm
Q9UBF6,Component,cytosol
Q9UBF6,Component,nuclear SCF ubiquitin ligase complex
Q9UBF6,Component,nucleoplasm
Q9UBF6,Component,nucleus
O95199,Component,acrosomal vesicle
Q15415,Component,nucleus
Q6DKI1,Component,cytosolic large ribosomal subunit
Q6DKI1,Component,nucleolus
Q8TC12,Component,endoplasmic reticulum membrane
Q8TC12,Component,integral component of membrane
Q8TC12,Component,intracellular
Q8TC12,Component,photoreceptor inner segment
O94761,Component,chromosome
O94761,Component,"chromosome, telomeric region"
O94761,Component,cytoplasm
O94761,Component,membrane
O94761,Component,nucleus
Q9HAU5,Component,cytoplasm
Q9HAU5,Component,cytoplasmic ribonucleoprotein granule
Q9HAU5,Component,cytosol
Q9HAU5,Component,exon-exon junction complex
Q9HAU5,Component,nucleus
Q9HAU5,Component,perinuclear region of cytoplasm
Q9HAU5,Component,polysome
Q9BWE0,Component,nuclear origin of replication recognition complex
Q9BWE0,Component,nucleus
Q96D71,Component,clathrin-coated pit
Q96D71,Component,cytosol
Q96D71,Component,plasma membrane
P13631,Component,integral component of membrane
P13631,Component,nuclear chromatin
P13631,Component,nucleoplasm
P13631,Component,nucleus
P13631,Component,RNA polymerase II transcription factor complex
P13631,Component,transcription factor complex
O43374,Component,cytosol
O43374,Component,plasma membrane
P50749,Component,condensed chromosome kinetochore
P50749,Component,cytoplasm
P50749,Component,cytosol
P50749,Component,Golgi apparatus
P50749,Component,kinetochore
P50749,Component,nucleoplasm
P50749,Component,nucleus
P50749,Component,plasma membrane
P50749,Component,protein-containing complex
O75901,Component,cytosol
O75901,Component,endosome
O75901,Component,extracellular exosome
O75901,Component,recycling endosome
O75901,Component,trans-Golgi network transport vesicle membrane
Q15042,Component,cytosol
Q15042,Component,endoplasmic reticulum membrane
Q15042,Component,endoplasmic reticulum tubular network
Q15042,Component,extracellular exosome
Q15042,Component,Golgi apparatus
Q15042,Component,lipid droplet
Q15042,Component,postsynapse
Q15042,Component,protein-containing complex
Q9H0Z9,Component,cytosol
Q9H0Z9,Component,nucleus
Q9H0Z9,Component,ribonucleoprotein complex
Q14498,Component,microtubule cytoskeleton
Q14498,Component,microtubule organizing center
Q14498,Component,nuclear speck
Q14498,Component,nucleoplasm
Q14498,Component,protein-containing complex
Q96T37,Component,nuclear membrane
Q96T37,Component,nuclear speck
Q96T37,Component,nucleoplasm
Q96T37,Component,nucleus
Q96T37,Component,RNA N6-methyladenosine methyltransferase complex
Q15311,Component,cytosol
Q15311,Component,membrane
Q9BX46,Component,cytosol
Q9BX46,Component,nucleoplasm
Q9BX46,Component,ribonucleoprotein complex
Q6XE24,Component,cytoplasm
Q6XE24,Component,cytosol
Q6XE24,Component,nucleus
Q6XE24,Component,ribonucleoprotein complex
Q9H2T7,Component,cytoplasm
Q9H2T7,Component,nuclear pore
Q5T8P6,Component,nucleus
Q9P2N5,Component,cytoplasm
Q9P2N5,Component,nuclear speck
Q9P2N5,Component,nucleus
Q9UBG7,Component,nucleus
Q9UBG7,Component,transcription factor complex
Q6ZRY4,Component,cytoplasm
Q9UKA8,Component,cytoplasm
Q8NDN9,Component,cytoplasm
Q8NDN9,Component,nucleus
A6NDE4,Component,nucleus
A6NDE4,Component,ribonucleoprotein complex
A6NDE4,Component,spliceosomal complex
Q96I51,Component,mitochondrial inner membrane
Q96I51,Component,mitochondrial membrane
P06400,Component,chromatin
P06400,Component,nucleoplasm
P06400,Component,nucleus
P06400,Component,PML body
P06400,Component,Rb-E2F complex
P06400,Component,spindle
P06400,Component,SWI/SNF complex
P06400,Component,transcription factor complex
A6NED2,Component,chromosome
A6NED2,Component,cytosol
A6NED2,Component,plasma membrane
Q8TAI7,Component,cytoplasm
Q8TAI7,Component,endomembrane system
Q8TAI7,Component,membrane
P54725,Component,cytoplasm
P54725,Component,cytosol
P54725,Component,intracellular membrane-bounded organelle
P54725,Component,microtubule organizing center
P54725,Component,nucleoplasm
P54725,Component,nucleus
P54725,Component,proteasome complex
P54725,Component,protein-containing complex
P61578,Component,cytoplasm
P61578,Component,nucleolus
P61572,Component,cytoplasm
P61572,Component,nucleolus
P26678,Component,calcium ion-transporting ATPase complex
P26678,Component,endoplasmic reticulum
P26678,Component,membrane
P26678,Component,mitochondrial membrane
P26678,Component,mitochondrion
P26678,Component,perinuclear region of cytoplasm
P26678,Component,sarcoplasmic reticulum membrane
P26678,Component,vesicle
O60828,Component,cytoplasmic stress granule
O60828,Component,cytosol
O60828,Component,neuronal ribonucleoprotein granule
O60828,Component,nuclear speck
O60828,Component,nucleoplasm
O60828,Component,nucleus
O95428,Component,extracellular region
Q8WY54,Component,mitochondrion
Q8WY54,Component,nucleolus
Q8WY54,Component,nucleus
Q8WY54,Component,protein-containing complex
Q6NWY9,Component,nuclear speck
Q6NWY9,Component,U1 snRNP
Q6NWY9,Component,U2-type prespliceosome
O60809,Component,cytoplasm
Q5VWM3,Component,cytoplasm
P30041,Component,azurophil granule lumen
P30041,Component,cytoplasm
P30041,Component,cytosol
P30041,Component,extracellular exosome
P30041,Component,extracellular region
P30041,Component,extracellular space
P30041,Component,membrane
P30041,Component,nucleus
P30041,Component,perinuclear region of cytoplasm
Q8TCU6,Component,cytosol
Q8TCU6,Component,dendritic shaft
Q8TCU6,Component,growth cone
Q8TCU6,Component,perinuclear region of cytoplasm
Q8TCU6,Component,plasma membrane
Q5VXH4,Component,cytoplasm
Q9NQV5,Component,cytosol
Q9NQV5,Component,nucleus
Q96NZ9,Component,extracellular region
Q9H4Q3,Component,nucleus
P49642,Component,alpha DNA polymerase:primase complex
P49642,Component,membrane
P49642,Component,nucleoplasm
Q9HCU5,Component,endoplasmic reticulum exit site
Q9HCU5,Component,endoplasmic reticulum membrane
Q9HCU5,Component,Golgi membrane
Q9HCU5,Component,integral component of endoplasmic reticulum membrane
Q9HCU5,Component,membrane
Q9HCU5,Component,nucleus
P49683,Component,integral component of plasma membrane
P49683,Component,plasma membrane
P28065,Component,cytoplasm
P28065,Component,cytosol
P28065,Component,extracellular exosome
P28065,Component,nucleoplasm
P28065,Component,nucleus
P28065,Component,proteasome complex
P28065,Component,proteasome core complex
P28065,Component,"proteasome core complex, beta-subunit complex"
P28065,Component,spermatoproteasome complex
P28074,Component,centrosome
P28074,Component,cytoplasm
P28074,Component,cytosol
P28074,Component,extracellular exosome
P28074,Component,nucleoplasm
P28074,Component,nucleus
P28074,Component,proteasome complex
P28074,Component,proteasome core complex
P28074,Component,"proteasome core complex, beta-subunit complex"
Q99460,Component,azurophil granule lumen
Q99460,Component,cytosol
Q99460,Component,extracellular region
Q99460,Component,membrane
Q99460,Component,nucleoplasm
Q99460,Component,nucleus
Q99460,Component,proteasome accessory complex
Q99460,Component,proteasome complex
Q99460,Component,proteasome regulatory particle
Q99460,Component,"proteasome regulatory particle, base subcomplex"
Q99460,Component,proteasome storage granule
P55036,Component,cytosol
P55036,Component,nucleoplasm
P55036,Component,nucleus
P55036,Component,proteasome accessory complex
P55036,Component,proteasome complex
P55036,Component,"proteasome regulatory particle, base subcomplex"
A5PKW4,Component,cleavage furrow
A5PKW4,Component,dendritic spine
A5PKW4,Component,extrinsic component of postsynaptic endosome membrane
A5PKW4,Component,"postsynaptic density, intracellular component"
A5PKW4,Component,ruffle membrane
O14684,Component,endoplasmic reticulum membrane
O14684,Component,integral component of membrane
O14684,Component,membrane
O14684,Component,mitochondrion
O14684,Component,nuclear envelope lumen
O14684,Component,perinuclear region of cytoplasm
Q14914,Component,cytoplasm
Q14914,Component,extracellular exosome
Q8N8N7,Component,cytoplasm
P01270,Component,cell
P01270,Component,extracellular region
P01270,Component,extracellular space
Q96QR8,Component,DNA replication factor A complex
Q96QR8,Component,nucleus
Q9BQI7,Component,cleavage furrow
Q9BQI7,Component,dendrite
Q9BQI7,Component,glutamatergic synapse
Q9BQI7,Component,integral component of membrane
Q9BQI7,Component,neuronal cell body
Q9BQI7,Component,postsynapse
Q9BQI7,Component,ruffle membrane
Q8NFP0,Component,nucleus
Q8NFP0,Component,peroxisome
P11498,Component,cytoplasm
P11498,Component,cytosol
P11498,Component,mitochondrial matrix
P11498,Component,mitochondrion
P47914,Component,cytosol
P47914,Component,cytosolic large ribosomal subunit
P47914,Component,membrane
P62888,Component,cytosol
P62888,Component,cytosolic large ribosomal subunit
P62888,Component,extracellular exosome
P62888,Component,focal adhesion
P62888,Component,membrane
P62888,Component,nucleus
P62888,Component,polysomal ribosome
P62888,Component,postsynaptic density
P07919,Component,mitochondrial inner membrane
P07919,Component,mitochondrial respiratory chain
P07919,Component,mitochondrial respiratory chain complex III
P07919,Component,mitochondrion
Q16769,Component,extracellular exosome
Q16769,Component,extracellular region
Q16769,Component,ficolin-1-rich granule lumen
Q16769,Component,specific granule lumen
Q16769,Component,tertiary granule lumen
P49721,Component,cytoplasm
P49721,Component,cytosol
P49721,Component,extracellular exosome
P49721,Component,membrane
P49721,Component,nucleoplasm
P49721,Component,nucleus
P49721,Component,proteasome complex
P49721,Component,proteasome core complex
P49721,Component,"proteasome core complex, beta-subunit complex"
Q9P2P1,Component,integral component of membrane
P22059,Component,cell junction
P22059,Component,cytoplasm
P22059,Component,cytosol
P22059,Component,endoplasmic reticulum membrane
P22059,Component,Golgi apparatus
P22059,Component,Golgi membrane
P22059,Component,intracellular membrane-bounded organelle
P22059,Component,membrane
P22059,Component,nucleolus
P22059,Component,nucleoplasm
P22059,Component,nucleus
P22059,Component,perinuclear endoplasmic reticulum
P22059,Component,perinuclear region of cytoplasm
P22059,Component,plasma membrane
P22059,Component,trans-Golgi network
A0A2R8YFL7,Component,extracellular region
Q8N2R0,Component,nucleus
Q8TAX0,Component,cytosol
Q8TAX0,Component,extrinsic component of membrane
Q8TAX0,Component,nucleus
P02818,Component,cytoplasm
P02818,Component,dendrite
P02818,Component,endoplasmic reticulum lumen
P02818,Component,extracellular region
P02818,Component,extracellular space
P02818,Component,Golgi lumen
P02818,Component,perikaryon
P02818,Component,rough endoplasmic reticulum
P02818,Component,vesicle
P0C6T2,Component,integral component of membrane
P0C6T2,Component,oligosaccharyltransferase complex
P39656,Component,azurophil granule membrane
P39656,Component,endoplasmic reticulum
P39656,Component,endoplasmic reticulum membrane
P39656,Component,integral component of membrane
P39656,Component,intracellular membrane-bounded organelle
P39656,Component,membrane
P39656,Component,oligosaccharyltransferase complex
P39656,Component,plasma membrane
P39656,Component,protein-containing complex
Q9NRP0,Component,integral component of membrane
Q9NRP0,Component,oligosaccharyltransferase complex
Q92882,Component,extracellular region
